Sample 1
4/14/2024 5:07 PM
Wavelength (nm)	10mm Absorbance
833.5	-0.109
834.0	-0.123
834.5	-0.125
835.0	-0.097
835.5	-0.054
836.0	-0.021
836.5	-0.001
837.0	0.011
837.5	0.019
838.0	0.027
838.5	0.032
839.0	0.040
839.5	0.048
840.0	0.055
840.5	0.047
841.0	0.027
841.5	0.012
842.0	0.001
842.5	-0.017
843.0	-0.027
843.5	-0.027
844.0	-0.013
844.5	-0.005
845.0	-0.009
845.5	-0.015
846.0	-0.028
846.5	-0.033
847.0	-0.033
847.5	-0.035
848.0	-0.048
848.5	-0.040
849.0	-0.032
849.5	-0.037
850.0	-0.026


Sample 54
4/14/2024 6:58 PM
Wavelength (nm)	10mm Absorbance
//WLCalib: Shift 	0.34000	
//WLCalib: 261S 	0.70000	
//WLCalib: 362S 	0.10000	
//WLCalib: 484S 	0.58000	
//WLCalib: 529S 	0.68000	
//WLCalib: 823S 	0.28000	
//QSpecEnd: 
190.0	6.456
190.5	6.853
191.0	7.175
191.5	7.495
192.0	7.572
192.5	7.655
193.0	7.664
193.5	7.996
194.0	8.178
194.5	8.276
195.0	8.515
195.5	8.713
196.0	8.765
196.5	8.758
197.0	8.502
197.5	8.249
198.0	8.263
198.5	8.144
199.0	8.011
199.5	8.097
200.0	8.257
200.5	8.131
201.0	7.999
201.5	7.734
202.0	7.492
202.5	7.229
203.0	7.022
203.5	6.703
204.0	6.479
204.5	6.399
205.0	6.217
205.5	6.083
206.0	5.983
206.5	5.858
207.0	5.761
207.5	5.559
208.0	5.371
208.5	5.241
209.0	5.132
209.5	5.068
210.0	4.995
210.5	4.945
211.0	4.922
211.5	4.883
212.0	4.811
212.5	4.707
213.0	4.711
213.5	4.705
214.0	4.647
214.5	4.629
215.0	4.556
215.5	4.468
216.0	4.418
216.5	4.321
217.0	4.219
217.5	4.136
218.0	4.128
218.5	4.058
219.0	3.990
219.5	3.990
220.0	3.943
220.5	3.910
221.0	3.904
221.5	3.856
222.0	3.830
222.5	3.794
223.0	3.776
223.5	3.736
224.0	3.687
224.5	3.652
225.0	3.627
225.5	3.610
226.0	3.603
226.5	3.589
227.0	3.615
227.5	3.622
228.0	3.624
228.5	3.625
229.0	3.615
229.5	3.607
230.0	3.600
230.5	3.583
231.0	3.572
231.5	3.562
232.0	3.556
232.5	3.534
233.0	3.514
233.5	3.500
234.0	3.484
234.5	3.476
235.0	3.458
235.5	3.438
236.0	3.405
236.5	3.382
237.0	3.358
237.5	3.334
238.0	3.314
238.5	3.288
239.0	3.267
239.5	3.249
240.0	3.217
240.5	3.176
241.0	3.134
241.5	3.109
242.0	3.086
242.5	3.070
243.0	3.050
243.5	3.026
244.0	3.010
244.5	2.992
245.0	2.966
245.5	2.935
246.0	2.908
246.5	2.891
247.0	2.873
247.5	2.849
248.0	2.841
248.5	2.839
249.0	2.835
249.5	2.837
250.0	2.844
250.5	2.849
251.0	2.867
251.5	2.883
252.0	2.893
252.5	2.901
253.0	2.913
253.5	2.932
254.0	2.947
254.5	2.971
255.0	3.006
255.5	3.035
256.0	3.079
256.5	3.108
257.0	3.149
257.5	3.185
258.0	3.224
258.5	3.264
259.0	3.298
259.5	3.333
260.0	3.372
260.5	3.399
261.0	3.443
261.5	3.485
262.0	3.536
262.5	3.587
263.0	3.639
263.5	3.697
264.0	3.749
264.5	3.802
265.0	3.854
265.5	3.904
266.0	3.946
266.5	3.974
267.0	3.997
267.5	4.015
268.0	4.047
268.5	4.075
269.0	4.097
269.5	4.129
270.0	4.142
270.5	4.154
271.0	4.158
271.5	4.151
272.0	4.143
272.5	4.132
273.0	4.124
273.5	4.107
274.0	4.092
274.5	4.062
275.0	4.016
275.5	3.981
276.0	3.934
276.5	3.870
277.0	3.801
277.5	3.733
278.0	3.668
278.5	3.595
279.0	3.525
279.5	3.440
280.0	3.359
280.5	3.267
281.0	3.171
281.5	3.071
282.0	2.968
282.5	2.872
283.0	2.770
283.5	2.663
284.0	2.558
284.5	2.445
285.0	2.329
285.5	2.210
286.0	2.098
286.5	1.983
287.0	1.873
287.5	1.755
288.0	1.628
288.5	1.501
289.0	1.371
289.5	1.244
290.0	1.120
290.5	1.008
291.0	0.906
291.5	0.816
292.0	0.733
292.5	0.652
293.0	0.575
293.5	0.507
294.0	0.441
294.5	0.380
295.0	0.329
295.5	0.285
296.0	0.250
296.5	0.216
297.0	0.187
297.5	0.163
298.0	0.150
298.5	0.138
299.0	0.117
299.5	0.099
300.0	0.086
300.5	0.069
301.0	0.051
301.5	0.030
302.0	0.024
302.5	0.022
303.0	0.027
303.5	0.022
304.0	0.021
304.5	0.026
305.0	0.028
305.5	0.022
306.0	0.021
306.5	0.017
307.0	0.021
307.5	0.020
308.0	0.014
308.5	0.007
309.0	0.009
309.5	0.011
310.0	0.010
310.5	0.006
311.0	0.013
311.5	0.010
312.0	0.010
312.5	0.009
313.0	0.006
313.5	0.006
314.0	0.005
314.5	0.005
315.0	0.005
315.5	-0.003
316.0	-0.003
316.5	-0.010
317.0	-0.011
317.5	-0.006
318.0	-0.001
318.5	0.007
319.0	0.008
319.5	0.010
320.0	0.010
320.5	-0.001
321.0	-0.005
321.5	-0.012
322.0	-0.015
322.5	-0.011
323.0	-0.010
323.5	-0.002
324.0	0.003
324.5	0.008
325.0	0.011
325.5	0.006
326.0	0.007
326.5	0.014
327.0	0.008
327.5	0.008
328.0	0.002
328.5	0.009
329.0	0.010
329.5	0.014
330.0	0.010
330.5	0.004
331.0	0.004
331.5	0.007
332.0	-0.001
332.5	-0.003
333.0	-0.007
333.5	-0.005
334.0	-0.013
334.5	-0.015
335.0	-0.019
335.5	-0.019
336.0	-0.017
336.5	-0.009
337.0	-0.005
337.5	0.005
338.0	0.012
338.5	0.015
339.0	0.014
339.5	0.018
340.0	0.017
340.5	0.012
341.0	0.010
341.5	0.006
342.0	0.002
342.5	0.006
343.0	0.007
343.5	0.006
344.0	0.011
344.5	0.015
345.0	0.012
345.5	0.013
346.0	0.006
346.5	-0.002
347.0	-0.001
347.5	-0.002
348.0	-0.002
348.5	-0.005
349.0	-0.005
349.5	-0.007
350.0	-0.005
350.5	-0.002
351.0	-0.006
351.5	-0.002
352.0	0.001
352.5	0.005
353.0	0.009
353.5	0.010
354.0	0.008
354.5	0.002
355.0	-0.001
355.5	-0.002
356.0	-0.006
356.5	-0.003
357.0	-0.009
357.5	-0.008
358.0	-0.009
358.5	-0.008
359.0	-0.009
359.5	-0.012
360.0	-0.013
360.5	-0.011
361.0	-0.008
361.5	-0.003
362.0	-0.006
362.5	-0.008
363.0	-0.009
363.5	-0.007
364.0	-0.006
364.5	-0.008
365.0	-0.008
365.5	-0.007
366.0	-0.005
366.5	-0.006
367.0	-0.006
367.5	-0.010
368.0	-0.011
368.5	-0.007
369.0	-0.003
369.5	-0.003
370.0	0.003
370.5	0.002
371.0	-0.004
371.5	-0.008
372.0	-0.005
372.5	-0.008
373.0	-0.009
373.5	-0.004
374.0	0.003
374.5	0.004
375.0	0.008
375.5	-0.001
376.0	-0.008
376.5	-0.012
377.0	-0.012
377.5	-0.010
378.0	-0.007
378.5	0.001
379.0	0.007
379.5	0.007
380.0	0.007
380.5	0.007
381.0	0.008
381.5	0.007
382.0	0.009
382.5	0.008
383.0	0.006
383.5	0.003
384.0	0.000
384.5	-0.005
385.0	-0.003
385.5	0.001
386.0	0.000
386.5	0.004
387.0	0.001
387.5	-0.007
388.0	-0.014
388.5	-0.018
389.0	-0.012
389.5	-0.012
390.0	-0.010
390.5	-0.004
391.0	-0.006
391.5	-0.005
392.0	-0.009
392.5	-0.012
393.0	-0.015
393.5	-0.013
394.0	-0.008
394.5	-0.008
395.0	-0.010
395.5	-0.008
396.0	-0.007
396.5	-0.007
397.0	-0.008
397.5	-0.009
398.0	-0.010
398.5	-0.009
399.0	-0.007
399.5	-0.009
400.0	-0.013
400.5	-0.016
401.0	-0.012
401.5	-0.010
402.0	-0.010
402.5	-0.007
403.0	-0.003
403.5	0.000
404.0	0.004
404.5	0.000
405.0	-0.001
405.5	-0.002
406.0	-0.006
406.5	-0.010
407.0	-0.017
407.5	-0.017
408.0	-0.019
408.5	-0.024
409.0	-0.021
409.5	-0.020
410.0	-0.016
410.5	-0.015
411.0	-0.015
411.5	-0.011
412.0	-0.008
412.5	-0.005
413.0	-0.002
413.5	0.000
414.0	0.002
414.5	0.003
415.0	0.005
415.5	0.004
416.0	0.004
416.5	0.003
417.0	0.001
417.5	-0.002
418.0	-0.004
418.5	-0.008
419.0	-0.014
419.5	-0.014
420.0	-0.016
420.5	-0.015
421.0	-0.010
421.5	-0.005
422.0	0.001
422.5	0.004
423.0	0.001
423.5	0.000
424.0	-0.001
424.5	-0.004
425.0	-0.007
425.5	-0.006
426.0	0.000
426.5	0.006
427.0	0.006
427.5	0.003
428.0	-0.002
428.5	-0.004
429.0	-0.005
429.5	-0.012
430.0	-0.016
430.5	-0.019
431.0	-0.011
431.5	-0.005
432.0	-0.002
432.5	0.000
433.0	0.007
433.5	0.009
434.0	0.007
434.5	0.001
435.0	-0.007
435.5	-0.013
436.0	-0.014
436.5	-0.019
437.0	-0.021
437.5	-0.020
438.0	-0.015
438.5	-0.016
439.0	-0.013
439.5	-0.008
440.0	-0.010
440.5	-0.013
441.0	-0.015
441.5	-0.017
442.0	-0.019
442.5	-0.022
443.0	-0.019
443.5	-0.016
444.0	-0.011
444.5	-0.003
445.0	-0.004
445.5	-0.006
446.0	-0.010
446.5	-0.013
447.0	-0.015
447.5	-0.012
448.0	-0.009
448.5	-0.006
449.0	0.001
449.5	0.008
450.0	0.011
450.5	0.010
451.0	0.006
451.5	-0.002
452.0	-0.001
452.5	0.001
453.0	-0.002
453.5	-0.002
454.0	-0.001
454.5	0.000
455.0	0.004
455.5	0.005
456.0	0.003
456.5	0.003
457.0	0.000
457.5	0.000
458.0	-0.002
458.5	-0.003
459.0	-0.010
459.5	-0.014
460.0	-0.015
460.5	-0.010
461.0	-0.008
461.5	-0.005
462.0	-0.004
462.5	0.001
463.0	0.004
463.5	0.005
464.0	0.004
464.5	0.002
465.0	0.001
465.5	-0.005
466.0	-0.011
466.5	-0.018
467.0	-0.024
467.5	-0.024
468.0	-0.022
468.5	-0.021
469.0	-0.020
469.5	-0.020
470.0	-0.014
470.5	-0.014
471.0	-0.012
471.5	-0.008
472.0	-0.004
472.5	0.001
473.0	0.007
473.5	0.006
474.0	0.000
474.5	-0.003
475.0	-0.004
475.5	-0.003
476.0	-0.005
476.5	-0.003
477.0	0.001
477.5	0.005
478.0	0.009
478.5	0.010
479.0	0.009
479.5	0.004
480.0	0.000
480.5	-0.001
481.0	-0.008
481.5	-0.014
482.0	-0.015
482.5	-0.014
483.0	-0.013
483.5	-0.011
484.0	-0.009
484.5	-0.007
485.0	-0.002
485.5	0.001
486.0	-0.001
486.5	-0.004
487.0	-0.002
487.5	-0.001
488.0	-0.001
488.5	0.000
489.0	-0.004
489.5	-0.010
490.0	-0.014
490.5	-0.015
491.0	-0.019
491.5	-0.024
492.0	-0.024
492.5	-0.023
493.0	-0.016
493.5	-0.006
494.0	-0.001
494.5	-0.002
495.0	0.005
495.5	0.009
496.0	0.010
496.5	0.003
497.0	0.001
497.5	-0.004
498.0	-0.004
498.5	-0.004
499.0	-0.002
499.5	-0.001
500.0	0.005
500.5	0.005
501.0	0.001
501.5	-0.003
502.0	-0.005
502.5	-0.008
503.0	-0.005
503.5	-0.006
504.0	-0.010
504.5	-0.010
505.0	-0.014
505.5	-0.019
506.0	-0.025
506.5	-0.027
507.0	-0.029
507.5	-0.023
508.0	-0.012
508.5	-0.003
509.0	-0.002
509.5	-0.003
510.0	-0.006
510.5	-0.008
511.0	-0.007
511.5	-0.008
512.0	-0.008
512.5	-0.009
513.0	-0.007
513.5	0.000
514.0	-0.001
514.5	-0.007
515.0	-0.012
515.5	-0.014
516.0	-0.015
516.5	-0.019
517.0	-0.019
517.5	-0.018
518.0	-0.011
518.5	-0.004
519.0	-0.001
519.5	0.005
520.0	0.012
520.5	0.011
521.0	0.007
521.5	-0.001
522.0	-0.006
522.5	-0.007
523.0	-0.012
523.5	-0.018
524.0	-0.019
524.5	-0.013
525.0	-0.012
525.5	-0.015
526.0	-0.017
526.5	-0.018
527.0	-0.015
527.5	-0.011
528.0	-0.013
528.5	-0.012
529.0	-0.009
529.5	-0.004
530.0	-0.006
530.5	-0.009
531.0	-0.005
531.5	-0.004
532.0	-0.001
532.5	-0.002
533.0	-0.005
533.5	-0.005
534.0	-0.007
534.5	-0.010
535.0	-0.012
535.5	-0.012
536.0	-0.009
536.5	-0.010
537.0	-0.012
537.5	-0.013
538.0	-0.012
538.5	-0.014
539.0	-0.014
539.5	-0.014
540.0	-0.012
540.5	-0.008
541.0	-0.002
541.5	0.002
542.0	0.005
542.5	0.007
543.0	0.008
543.5	0.006
544.0	0.002
544.5	-0.003
545.0	-0.009
545.5	-0.012
546.0	-0.011
546.5	-0.005
547.0	-0.004
547.5	0.002
548.0	0.007
548.5	0.011
549.0	0.012
549.5	0.005
550.0	0.000
550.5	-0.005
551.0	-0.011
551.5	-0.011
552.0	-0.014
552.5	-0.015
553.0	-0.017
553.5	-0.019
554.0	-0.024
554.5	-0.032
555.0	-0.040
555.5	-0.040
556.0	-0.036
556.5	-0.027
557.0	-0.020
557.5	-0.013
558.0	-0.009
558.5	-0.006
559.0	-0.005
559.5	-0.005
560.0	-0.010
560.5	-0.006
561.0	-0.004
561.5	-0.002
562.0	-0.004
562.5	-0.009
563.0	-0.012
563.5	-0.016
564.0	-0.016
564.5	-0.013
565.0	-0.014
565.5	-0.012
566.0	-0.014
566.5	-0.015
567.0	-0.020
567.5	-0.026
568.0	-0.028
568.5	-0.028
569.0	-0.020
569.5	-0.006
570.0	0.004
570.5	0.009
571.0	0.011
571.5	0.013
572.0	0.011
572.5	0.003
573.0	-0.009
573.5	-0.020
574.0	-0.024
574.5	-0.031
575.0	-0.039
575.5	-0.041
576.0	-0.036
576.5	-0.029
577.0	-0.023
577.5	-0.020
578.0	-0.017
578.5	-0.021
579.0	-0.031
579.5	-0.035
580.0	-0.037
580.5	-0.028
581.0	-0.014
581.5	-0.006
582.0	-0.005
582.5	-0.002
583.0	-0.002
583.5	-0.012
584.0	-0.025
584.5	-0.030
585.0	-0.034
585.5	-0.034
586.0	-0.024
586.5	-0.014
587.0	-0.007
587.5	0.002
588.0	0.007
588.5	0.002
589.0	-0.004
589.5	-0.010
590.0	-0.019
590.5	-0.025
591.0	-0.017
591.5	-0.011
592.0	-0.007
592.5	-0.002
593.0	0.000
593.5	-0.006
594.0	-0.010
594.5	-0.008
595.0	-0.010
595.5	-0.012
596.0	-0.009
596.5	-0.011
597.0	-0.018
597.5	-0.026
598.0	-0.030
598.5	-0.032
599.0	-0.031
599.5	-0.025
600.0	-0.022
600.5	-0.024
601.0	-0.028
601.5	-0.026
602.0	-0.026
602.5	-0.020
603.0	-0.009
603.5	-0.003
604.0	0.003
604.5	0.003
605.0	-0.003
605.5	-0.016
606.0	-0.024
606.5	-0.025
607.0	-0.025
607.5	-0.023
608.0	-0.020
608.5	-0.021
609.0	-0.022
609.5	-0.018
610.0	-0.021
610.5	-0.026
611.0	-0.024
611.5	-0.024
612.0	-0.030
612.5	-0.034
613.0	-0.033
613.5	-0.032
614.0	-0.028
614.5	-0.018
615.0	-0.013
615.5	-0.020
616.0	-0.024
616.5	-0.028
617.0	-0.036
617.5	-0.036
618.0	-0.035
618.5	-0.041
619.0	-0.036
619.5	-0.029
620.0	-0.021
620.5	-0.014
621.0	-0.011
621.5	-0.007
622.0	-0.003
622.5	0.003
623.0	-0.004
623.5	-0.022
624.0	-0.034
624.5	-0.042
625.0	-0.047
625.5	-0.044
626.0	-0.045
626.5	-0.044
627.0	-0.039
627.5	-0.033
628.0	-0.034
628.5	-0.037
629.0	-0.034
629.5	-0.024
630.0	-0.015
630.5	-0.004
631.0	0.004
631.5	0.010
632.0	0.006
632.5	-0.001
633.0	-0.006
633.5	-0.008
634.0	-0.003
634.5	-0.005
635.0	-0.006
635.5	-0.013
636.0	-0.022
636.5	-0.025
637.0	-0.038
637.5	-0.048
638.0	-0.055
638.5	-0.051
639.0	-0.048
639.5	-0.046
640.0	-0.040
640.5	-0.036
641.0	-0.027
641.5	-0.020
642.0	-0.021
642.5	-0.023
643.0	-0.018
643.5	-0.012
644.0	-0.007
644.5	-0.010
645.0	-0.008
645.5	-0.012
646.0	-0.013
646.5	-0.015
647.0	-0.019
647.5	-0.016
648.0	-0.003
648.5	0.009
649.0	0.016
649.5	0.014
650.0	0.022
650.5	0.024
651.0	0.017
651.5	0.010
652.0	0.005
652.5	0.006
653.0	0.006
653.5	0.006
654.0	0.007
654.5	0.013
655.0	0.031
655.5	0.038
656.0	0.036
656.5	0.032
657.0	0.034
657.5	0.030
658.0	0.023
658.5	0.013
659.0	0.005
659.5	-0.001
660.0	-0.003
660.5	-0.012
661.0	-0.020
661.5	-0.030
662.0	-0.035
662.5	-0.037
663.0	-0.032
663.5	-0.027
664.0	-0.020
664.5	-0.009
665.0	-0.007
665.5	-0.009
666.0	-0.018
666.5	-0.031
667.0	-0.038
667.5	-0.033
668.0	-0.035
668.5	-0.034
669.0	-0.035
669.5	-0.034
670.0	-0.037
670.5	-0.040
671.0	-0.047
671.5	-0.050
672.0	-0.050
672.5	-0.047
673.0	-0.046
673.5	-0.040
674.0	-0.032
674.5	-0.023
675.0	-0.014
675.5	-0.012
676.0	-0.014
676.5	-0.018
677.0	-0.026
677.5	-0.032
678.0	-0.028
678.5	-0.025
679.0	-0.023
679.5	-0.026
680.0	-0.026
680.5	-0.029
681.0	-0.023
681.5	-0.008
682.0	-0.001
682.5	0.002
683.0	0.005
683.5	0.005
684.0	-0.004
684.5	-0.019
685.0	-0.027
685.5	-0.034
686.0	-0.030
686.5	-0.020
687.0	-0.014
687.5	-0.012
688.0	-0.013
688.5	-0.015
689.0	-0.022
689.5	-0.035
690.0	-0.042
690.5	-0.050
691.0	-0.051
691.5	-0.043
692.0	-0.030
692.5	-0.021
693.0	-0.013
693.5	-0.005
694.0	0.004
694.5	0.013
695.0	0.021
695.5	0.018
696.0	0.017
696.5	0.009
697.0	0.004
697.5	-0.010
698.0	-0.023
698.5	-0.032
699.0	-0.042
699.5	-0.045
700.0	-0.050
700.5	-0.058
701.0	-0.051
701.5	-0.031
702.0	-0.008
702.5	0.007
703.0	0.012
703.5	0.010
704.0	-0.002
704.5	-0.007
705.0	-0.015
705.5	-0.028
706.0	-0.032
706.5	-0.023
707.0	-0.020
707.5	-0.023
708.0	-0.026
708.5	-0.029
709.0	-0.031
709.5	-0.027
710.0	-0.028
710.5	-0.036
711.0	-0.044
711.5	-0.045
712.0	-0.043
712.5	-0.053
713.0	-0.051
713.5	-0.045
714.0	-0.044
714.5	-0.044
715.0	-0.050
715.5	-0.046
716.0	-0.041
716.5	-0.035
717.0	-0.028
717.5	-0.024
718.0	-0.012
718.5	-0.008
719.0	-0.015
719.5	-0.026
720.0	-0.039
720.5	-0.049
721.0	-0.058
721.5	-0.064
722.0	-0.065
722.5	-0.061
723.0	-0.052
723.5	-0.052
724.0	-0.049
724.5	-0.045
725.0	-0.034
725.5	-0.029
726.0	-0.021
726.5	-0.017
727.0	-0.022
727.5	-0.034
728.0	-0.036
728.5	-0.050
729.0	-0.059
729.5	-0.054
730.0	-0.037
730.5	-0.022
731.0	-0.005
731.5	0.004
732.0	0.006
732.5	0.005
733.0	0.005
733.5	-0.012
734.0	-0.026
734.5	-0.034
735.0	-0.042
735.5	-0.050
736.0	-0.057
736.5	-0.054
737.0	-0.050
737.5	-0.053
738.0	-0.050
738.5	-0.048
739.0	-0.042
739.5	-0.027
740.0	-0.011
740.5	0.004
741.0	0.014
741.5	0.016
742.0	0.008
742.5	-0.005
743.0	-0.014
743.5	-0.020
744.0	-0.016
744.5	-0.010
745.0	-0.006
745.5	-0.009
746.0	-0.016
746.5	-0.024
747.0	-0.028
747.5	-0.031
748.0	-0.028
748.5	-0.017
749.0	-0.006
749.5	-0.003
750.0	0.000
750.5	-0.011
751.0	-0.017
751.5	-0.023
752.0	-0.028
752.5	-0.031
753.0	-0.029
753.5	-0.022
754.0	-0.019
754.5	-0.020
755.0	-0.026
755.5	-0.035
756.0	-0.035
756.5	-0.032
757.0	-0.029
757.5	-0.032
758.0	-0.035
758.5	-0.044
759.0	-0.055
759.5	-0.073
760.0	-0.083
760.5	-0.085
761.0	-0.071
761.5	-0.047
762.0	-0.027
762.5	-0.011
763.0	-0.002
763.5	0.000
764.0	0.000
764.5	-0.007
765.0	-0.006
765.5	-0.004
766.0	0.003
766.5	0.012
767.0	0.015
767.5	0.007
768.0	-0.004
768.5	-0.012
769.0	-0.013
769.5	-0.018
770.0	-0.014
770.5	0.002
771.0	0.012
771.5	0.016
772.0	0.016
772.5	0.008
773.0	0.001
773.5	0.001
774.0	-0.003
774.5	-0.004
775.0	-0.005
775.5	-0.002
776.0	0.003
776.5	0.005
777.0	0.011
777.5	0.008
778.0	0.000
778.5	-0.002
779.0	-0.017
779.5	-0.025
780.0	-0.040
780.5	-0.048
781.0	-0.033
781.5	-0.017
782.0	-0.006
782.5	0.001
783.0	0.011
783.5	0.025
784.0	0.024
784.5	0.022
785.0	0.008
785.5	-0.006
786.0	-0.004
786.5	-0.002
787.0	-0.004
787.5	0.000
788.0	0.012
788.5	0.022
789.0	0.030
789.5	0.033
790.0	0.032
790.5	0.030
791.0	0.022
791.5	0.017
792.0	0.005
792.5	-0.019
793.0	-0.041
793.5	-0.068
794.0	-0.086
794.5	-0.098
795.0	-0.106
795.5	-0.109
796.0	-0.113
796.5	-0.107
797.0	-0.099
797.5	-0.098
798.0	-0.090
798.5	-0.078
799.0	-0.056
799.5	-0.037
800.0	-0.018
800.5	-0.002
801.0	0.005
801.5	-0.001
802.0	-0.016
802.5	-0.032
803.0	-0.044
803.5	-0.043
804.0	-0.034
804.5	-0.018
805.0	0.001
805.5	0.018
806.0	0.029
806.5	0.041
807.0	0.034
807.5	0.027
808.0	0.018
808.5	0.014
809.0	0.006
809.5	-0.005
810.0	-0.021
810.5	-0.033
811.0	-0.031
811.5	-0.009
812.0	0.001
812.5	0.010
813.0	0.011
813.5	0.000
814.0	-0.009
814.5	-0.024
815.0	-0.028
815.5	-0.039
816.0	-0.031
816.5	-0.012
817.0	0.019
817.5	0.038
818.0	0.039
818.5	0.027
819.0	0.016
819.5	0.005
820.0	-0.013
820.5	-0.032
821.0	-0.033
821.5	-0.026
822.0	-0.009
822.5	0.005
823.0	0.010
823.5	0.011
824.0	-0.004
824.5	-0.018
825.0	-0.047
825.5	-0.068
826.0	-0.079
826.5	-0.071
827.0	-0.062
827.5	-0.042
828.0	-0.019
828.5	-0.002
829.0	0.009
829.5	0.019
830.0	0.023
830.5	0.025
831.0	0.026
831.5	0.022
832.0	-0.013
832.5	-0.051
833.0	-0.084
833.5	-0.112
834.0	-0.127
834.5	-0.128
835.0	-0.100
835.5	-0.053
836.0	-0.013
836.5	0.009
837.0	0.017
837.5	0.025
838.0	0.030
838.5	0.034
839.0	0.037
839.5	0.041
840.0	0.050
840.5	0.053
841.0	0.031
841.5	0.009
842.0	-0.012
842.5	-0.029
843.0	-0.038
843.5	-0.035
844.0	-0.020
844.5	-0.007
845.0	-0.005
845.5	-0.008
846.0	-0.023
846.5	-0.034
847.0	-0.043
847.5	-0.051
848.0	-0.065
848.5	-0.065
849.0	-0.060
849.5	-0.063
850.0	-0.051


Sample 55
4/14/2024 6:59 PM
Wavelength (nm)	10mm Absorbance
//WLCalib: Shift 	0.34000	
//WLCalib: 261S 	0.70000	
//WLCalib: 362S 	0.10000	
//WLCalib: 484S 	0.58000	
//WLCalib: 529S 	0.68000	
//WLCalib: 823S 	0.28000	
//QSpecEnd: 
190.0	3.076
190.5	3.058
191.0	3.118
191.5	3.215
192.0	3.343
192.5	3.495
193.0	3.586
193.5	3.656
194.0	3.714
194.5	3.775
195.0	3.822
195.5	3.847
196.0	3.920
196.5	3.931
197.0	3.956
197.5	4.004
198.0	3.986
198.5	3.905
199.0	3.804
199.5	3.743
200.0	3.679
200.5	3.524
201.0	3.480
201.5	3.379
202.0	3.332
202.5	3.221
203.0	3.134
203.5	3.016
204.0	2.949
204.5	2.842
205.0	2.759
205.5	2.660
206.0	2.639
206.5	2.602
207.0	2.548
207.5	2.462
208.0	2.444
208.5	2.370
209.0	2.313
209.5	2.230
210.0	2.202
210.5	2.145
211.0	2.136
211.5	2.134
212.0	2.104
212.5	2.107
213.0	2.118
213.5	2.103
214.0	2.079
214.5	2.048
215.0	2.024
215.5	1.996
216.0	1.969
216.5	1.919
217.0	1.870
217.5	1.846
218.0	1.806
218.5	1.764
219.0	1.746
219.5	1.725
220.0	1.719
220.5	1.699
221.0	1.692
221.5	1.682
222.0	1.669
222.5	1.658
223.0	1.647
223.5	1.654
224.0	1.636
224.5	1.612
225.0	1.606
225.5	1.581
226.0	1.584
226.5	1.578
227.0	1.575
227.5	1.581
228.0	1.592
228.5	1.592
229.0	1.581
229.5	1.576
230.0	1.574
230.5	1.569
231.0	1.568
231.5	1.566
232.0	1.567
232.5	1.564
233.0	1.552
233.5	1.539
234.0	1.525
234.5	1.519
235.0	1.509
235.5	1.501
236.0	1.482
236.5	1.470
237.0	1.463
237.5	1.455
238.0	1.444
238.5	1.437
239.0	1.434
239.5	1.435
240.0	1.434
240.5	1.418
241.0	1.397
241.5	1.380
242.0	1.367
242.5	1.352
243.0	1.338
243.5	1.324
244.0	1.313
244.5	1.305
245.0	1.297
245.5	1.284
246.0	1.276
246.5	1.270
247.0	1.267
247.5	1.259
248.0	1.254
248.5	1.251
249.0	1.249
249.5	1.253
250.0	1.256
250.5	1.259
251.0	1.268
251.5	1.282
252.0	1.288
252.5	1.289
253.0	1.291
253.5	1.308
254.0	1.317
254.5	1.331
255.0	1.338
255.5	1.346
256.0	1.360
256.5	1.369
257.0	1.386
257.5	1.398
258.0	1.417
258.5	1.436
259.0	1.451
259.5	1.469
260.0	1.484
260.5	1.500
261.0	1.530
261.5	1.551
262.0	1.581
262.5	1.589
263.0	1.599
263.5	1.618
264.0	1.629
264.5	1.648
265.0	1.670
265.5	1.700
266.0	1.726
266.5	1.740
267.0	1.757
267.5	1.766
268.0	1.789
268.5	1.813
269.0	1.827
269.5	1.844
270.0	1.849
270.5	1.851
271.0	1.842
271.5	1.832
272.0	1.822
272.5	1.816
273.0	1.811
273.5	1.801
274.0	1.795
274.5	1.781
275.0	1.763
275.5	1.749
276.0	1.729
276.5	1.705
277.0	1.675
277.5	1.651
278.0	1.619
278.5	1.582
279.0	1.545
279.5	1.496
280.0	1.453
280.5	1.412
281.0	1.372
281.5	1.335
282.0	1.302
282.5	1.272
283.0	1.232
283.5	1.180
284.0	1.125
284.5	1.068
285.0	1.017
285.5	0.965
286.0	0.921
286.5	0.880
287.0	0.838
287.5	0.793
288.0	0.739
288.5	0.679
289.0	0.623
289.5	0.563
290.0	0.504
290.5	0.453
291.0	0.408
291.5	0.372
292.0	0.338
292.5	0.304
293.0	0.273
293.5	0.242
294.0	0.214
294.5	0.184
295.0	0.156
295.5	0.136
296.0	0.120
296.5	0.107
297.0	0.093
297.5	0.081
298.0	0.082
298.5	0.080
299.0	0.077
299.5	0.071
300.0	0.062
300.5	0.051
301.0	0.044
301.5	0.028
302.0	0.024
302.5	0.022
303.0	0.027
303.5	0.029
304.0	0.032
304.5	0.035
305.0	0.039
305.5	0.034
306.0	0.036
306.5	0.031
307.0	0.033
307.5	0.026
308.0	0.020
308.5	0.019
309.0	0.019
309.5	0.024
310.0	0.022
310.5	0.016
311.0	0.019
311.5	0.018
312.0	0.013
312.5	0.011
313.0	0.014
313.5	0.015
