Accession	Title	BioProject	BioSample	Status	Release Date	Created	Updated	Submission	SRA.filename
SRR36996033	040-EKC-A8C-80c-a-4-p	PRJNA1400640	SAMN54913488	ToBeReleased	2027-02-01	2026-01-27T02:51:28Z	2026-01-27T02:54:57Z	SUB15968670	040-EKC-A8C-80c-a-4-p_S40_L001_R1_001.fastq.gz, 040-EKC-A8C-80c-a-4-p_S40_L001_R2_001.fastq.gz
SRR36996031	042-EKC-A8C-80c-a-6-p	PRJNA1400640	SAMN54913490	ToBeReleased	2027-02-01	2026-01-27T02:51:28Z	2026-01-27T02:54:44Z	SUB15968670	042-EKC-A8C-80c-a-6-p_S42_L001_R1_001.fastq.gz, 042-EKC-A8C-80c-a-6-p_S42_L001_R2_001.fastq.gz
SRR36996036	037-EKC-A8C-80c-a-1-p	PRJNA1400640	SAMN54913485	ToBeReleased	2027-02-01	2026-01-27T02:51:28Z	2026-01-27T02:54:34Z	SUB15968670	037-EKC-A8C-80c-a-1-p_S37_L001_R1_001.fastq.gz, 037-EKC-A8C-80c-a-1-p_S37_L001_R2_001.fastq.gz
SRR36996019	032-EKC-A8C-75c-b-2-p	PRJNA1400640	SAMN54913478	ToBeReleased	2027-02-01	2026-01-27T02:49:50Z	2026-01-27T02:54:30Z	SUB15968666	032-EKC-A8C-75c-b-2-p_S32_L001_R1_001.fastq.gz, 032-EKC-A8C-75c-b-2-p_S32_L001_R2_001.fastq.gz
SRR36996020	031-EKC-A8C-75c-b-1-p	PRJNA1400640	SAMN54913477	ToBeReleased	2027-02-01	2026-01-27T02:49:50Z	2026-01-27T02:54:30Z	SUB15968666	031-EKC-A8C-75c-b-1-p_S31_L001_R1_001.fastq.gz, 031-EKC-A8C-75c-b-1-p_S31_L001_R2_001.fastq.gz
SRR36996018	033-EKC-A8C-75c-b-3-p	PRJNA1400640	SAMN54913479	ToBeReleased	2027-02-01	2026-01-27T02:49:50Z	2026-01-27T02:54:30Z	SUB15968666	033-EKC-A8C-75c-b-3-p_S33_L001_R1_001.fastq.gz, 033-EKC-A8C-75c-b-3-p_S33_L001_R2_001.fastq.gz
SRR36996035	038-EKC-A8C-80c-a-2-p	PRJNA1400640	SAMN54913486	ToBeReleased	2027-02-01	2026-01-27T02:51:28Z	2026-01-27T02:54:29Z	SUB15968670	038-EKC-A8C-80c-a-2-p_S38_L001_R1_001.fastq.gz, 038-EKC-A8C-80c-a-2-p_S38_L001_R2_001.fastq.gz
SRR36996017	034-EKC-A8C-75c-b-4-p	PRJNA1400640	SAMN54913480	ToBeReleased	2027-02-01	2026-01-27T02:49:50Z	2026-01-27T02:54:28Z	SUB15968666	034-EKC-A8C-75c-b-4-p_S34_L001_R1_001.fastq.gz, 034-EKC-A8C-75c-b-4-p_S34_L001_R2_001.fastq.gz
SRR36996032	041-EKC-A8C-80c-a-5-p	PRJNA1400640	SAMN54913489	ToBeReleased	2027-02-01	2026-01-27T02:51:28Z	2026-01-27T02:54:25Z	SUB15968670	041-EKC-A8C-80c-a-5-p_S41_L001_R1_001.fastq.gz, 041-EKC-A8C-80c-a-5-p_S41_L001_R2_001.fastq.gz
SRR36996009	029-EKC-A8C-75c-a-5-p	PRJNA1400640	SAMN54913473	ToBeReleased	2027-02-01	2026-01-27T02:49:49Z	2026-01-27T02:54:25Z	SUB15968658	029-EKC-A8C-75c-a-5-p_S29_L001_R1_001.fastq.gz, 029-EKC-A8C-75c-a-5-p_S29_L001_R2_001.fastq.gz
SRR36996030	047-EKC-A8C-80c-a-6-m	PRJNA1400640	SAMN54913491	ToBeReleased	2027-02-01	2026-01-27T02:51:28Z	2026-01-27T02:54:23Z	SUB15968670	047-EKC-A8C-80c-a-6-m_S47_L001_R1_001.fastq.gz, 047-EKC-A8C-80c-a-6-m_S47_L001_R2_001.fastq.gz
SRR36996014	046-EKC-A8C-75c-b-6-m	PRJNA1400640	SAMN54913483	ToBeReleased	2027-02-01	2026-01-27T02:49:50Z	2026-01-27T02:54:21Z	SUB15968666	046-EKC-A8C-75c-b-6-m_S46_L001_R1_001.fastq.gz, 046-EKC-A8C-75c-b-6-m_S46_L001_R2_001.fastq.gz
SRR36996015	036-EKC-A8C-75c-b-6-p	PRJNA1400640	SAMN54913482	ToBeReleased	2027-02-01	2026-01-27T02:49:50Z	2026-01-27T02:54:21Z	SUB15968666	036-EKC-A8C-75c-b-6-p_S36_L001_R1_001.fastq.gz, 036-EKC-A8C-75c-b-6-p_S36_L001_R2_001.fastq.gz
SRR36996016	035-EKC-A8C-75c-b-5-p	PRJNA1400640	SAMN54913481	ToBeReleased	2027-02-01	2026-01-27T02:49:50Z	2026-01-27T02:54:19Z	SUB15968666	035-EKC-A8C-75c-b-5-p_S35_L001_R1_001.fastq.gz, 035-EKC-A8C-75c-b-5-p_S35_L001_R2_001.fastq.gz
SRR36996013	025-EKC-A8C-75c-a-1-p	PRJNA1400640	SAMN54913469	ToBeReleased	2027-02-01	2026-01-27T02:49:49Z	2026-01-27T02:54:17Z	SUB15968658	025-EKC-A8C-75c-a-1-p_S25_L001_R1_001.fastq.gz, 025-EKC-A8C-75c-a-1-p_S25_L001_R2_001.fastq.gz
SRR36996011	027-EKC-A8C-75c-a-3-p	PRJNA1400640	SAMN54913471	ToBeReleased	2027-02-01	2026-01-27T02:49:49Z	2026-01-27T02:54:17Z	SUB15968658	027-EKC-A8C-75c-a-3-p_S27_L001_R1_001.fastq.gz, 027-EKC-A8C-75c-a-3-p_S27_L001_R2_001.fastq.gz
SRR36996010	028-EKC-A8C-75c-a-4-p	PRJNA1400640	SAMN54913472	ToBeReleased	2027-02-01	2026-01-27T02:49:49Z	2026-01-27T02:54:15Z	SUB15968658	028-EKC-A8C-75c-a-4-p_S28_L001_R1_001.fastq.gz, 028-EKC-A8C-75c-a-4-p_S28_L001_R2_001.fastq.gz
SRR36996012	026-EKC-A8C-75c-a-2-p	PRJNA1400640	SAMN54913470	ToBeReleased	2027-02-01	2026-01-27T02:49:49Z	2026-01-27T02:54:12Z	SUB15968658	026-EKC-A8C-75c-a-2-p_S26_L001_R1_001.fastq.gz, 026-EKC-A8C-75c-a-2-p_S26_L001_R2_001.fastq.gz
SRR36996008	030-EKC-A8C-75c-a-6-p	PRJNA1400640	SAMN54913474	ToBeReleased	2027-02-01	2026-01-27T02:49:49Z	2026-01-27T02:53:52Z	SUB15968658	030-EKC-A8C-75c-a-6-p_S30_L001_R1_001.fastq.gz, 030-EKC-A8C-75c-a-6-p_S30_L001_R2_001.fastq.gz
SRR36996007	045-EKC-A8C-75c-a-6-m	PRJNA1400640	SAMN54913475	ToBeReleased	2027-02-01	2026-01-27T02:49:49Z	2026-01-27T02:53:51Z	SUB15968658	045-EKC-A8C-75c-a-6-m_S45_L001_R1_001.fastq.gz, 045-EKC-A8C-75c-a-6-m_S45_L001_R2_001.fastq.gz
SRR36996005	019-EKC-A8C-70c-b-1-p	PRJNA1400640	SAMN54913462	ToBeReleased	2027-02-01	2026-01-27T02:46:27Z	2026-01-27T02:50:33Z	SUB15968657	019-EKC-A8C-70c-b-1-p_S19_L001_R1_001.fastq.gz, 019-EKC-A8C-70c-b-1-p_S19_L001_R2_001.fastq.gz
SRR36996004	020-EKC-A8C-70c-b-2-p	PRJNA1400640	SAMN54913463	ToBeReleased	2027-02-01	2026-01-27T02:46:27Z	2026-01-27T02:50:26Z	SUB15968657	020-EKC-A8C-70c-b-2-p_S20_L001_R1_001.fastq.gz, 020-EKC-A8C-70c-b-2-p_S20_L001_R2_001.fastq.gz
SRR36996003	021-EKC-A8C-70c-b-3-p	PRJNA1400640	SAMN54913464	ToBeReleased	2027-02-01	2026-01-27T02:46:27Z	2026-01-27T02:50:13Z	SUB15968657	021-EKC-A8C-70c-b-3-p_S21_L001_R1_001.fastq.gz, 021-EKC-A8C-70c-b-3-p_S21_L001_R2_001.fastq.gz
SRR36996002	022-EKC-A8C-70c-b-4-p	PRJNA1400640	SAMN54913465	ToBeReleased	2027-02-01	2026-01-27T02:46:27Z	2026-01-27T02:50:07Z	SUB15968657	022-EKC-A8C-70c-b-4-p_S22_L001_R1_001.fastq.gz, 022-EKC-A8C-70c-b-4-p_S22_L001_R2_001.fastq.gz
SRR36996001	023-EKC-A8C-70c-b-5-p	PRJNA1400640	SAMN54913466	ToBeReleased	2027-02-01	2026-01-27T02:46:27Z	2026-01-27T02:49:52Z	SUB15968657	023-EKC-A8C-70c-b-5-p_S23_L001_R1_001.fastq.gz, 023-EKC-A8C-70c-b-5-p_S23_L001_R2_001.fastq.gz
SRR36995999	044-EKC-A8C-70c-b-6-m	PRJNA1400640	SAMN54913468	ToBeReleased	2027-02-01	2026-01-27T02:46:27Z	2026-01-27T02:49:45Z	SUB15968657	044-EKC-A8C-70c-b-6-m_S44_L001_R1_001.fastq.gz, 044-EKC-A8C-70c-b-6-m_S44_L001_R2_001.fastq.gz
SRR36996000	024-EKC-A8C-70c-b-6-p	PRJNA1400640	SAMN54913467	ToBeReleased	2027-02-01	2026-01-27T02:46:27Z	2026-01-27T02:49:27Z	SUB15968657	024-EKC-A8C-70c-b-6-p_S24_L001_R1_001.fastq.gz, 024-EKC-A8C-70c-b-6-p_S24_L001_R2_001.fastq.gz
SRR36995997	014-EKC-A8C-70c-a-2-p	PRJNA1400640	SAMN54913456	ToBeReleased	2027-02-01	2026-01-27T02:45:29Z	2026-01-27T02:48:45Z	SUB15968654	014-EKC-A8C-70c-a-2-p_S14_L001_R1_001.fastq.gz, 014-EKC-A8C-70c-a-2-p_S14_L001_R2_001.fastq.gz
SRR36995998	013-EKC-A8C-70c-a-1-p	PRJNA1400640	SAMN54913455	ToBeReleased	2027-02-01	2026-01-27T02:45:29Z	2026-01-27T02:48:45Z	SUB15968654	013-EKC-A8C-70c-a-1-p_S13_L001_R1_001.fastq.gz, 013-EKC-A8C-70c-a-1-p_S13_L001_R2_001.fastq.gz
SRR36995987	086-EKC-WT-50c-b-2-p	PRJNA1400640	SAMN54913450	ToBeReleased	2027-02-01	2026-01-27T02:44:26Z	2026-01-27T02:48:44Z	SUB15968645	086-EKC-WT-50c-b-2-p_S86_L001_R1_001.fastq.gz, 086-EKC-WT-50c-b-2-p_S86_L001_R2_001.fastq.gz
SRR36995990	035-EKC-WT-52c-b-6-m	PRJNA1400640	SAMN54913447	ToBeReleased	2027-02-01	2026-01-27T02:44:26Z	2026-01-27T02:48:44Z	SUB15968645	035-EKC-WT-52c-b-6-m_S35_L001_R1_001.fastq.gz, 035-EKC-WT-52c-b-6-m_S35_L001_R2_001.fastq.gz
SRR36995995	016-EKC-A8C-70c-a-4-p	PRJNA1400640	SAMN54913458	ToBeReleased	2027-02-01	2026-01-27T02:45:28Z	2026-01-27T02:48:43Z	SUB15968654	016-EKC-A8C-70c-a-4-p_S16_L001_R1_001.fastq.gz, 016-EKC-A8C-70c-a-4-p_S16_L001_R2_001.fastq.gz
SRR36995996	015-EKC-A8C-70c-a-3-p	PRJNA1400640	SAMN54913457	ToBeReleased	2027-02-01	2026-01-27T02:45:28Z	2026-01-27T02:48:29Z	SUB15968654	015-EKC-A8C-70c-a-3-p_S15_L001_R1_001.fastq.gz, 015-EKC-A8C-70c-a-3-p_S15_L001_R2_001.fastq.gz
SRR36995988	085-EKC-WT-50c-b-1-p	PRJNA1400640	SAMN54913449	ToBeReleased	2027-02-01	2026-01-27T02:44:26Z	2026-01-27T02:48:26Z	SUB15968645	085-EKC-WT-50c-b-1-p_S85_L001_R1_001.fastq.gz, 085-EKC-WT-50c-b-1-p_S85_L001_R2_001.fastq.gz
SRR36995992	043-EKC-A8C-70c-a-6-m	PRJNA1400640	SAMN54913461	ToBeReleased	2027-02-01	2026-01-27T02:45:28Z	2026-01-27T02:48:23Z	SUB15968654	043-EKC-A8C-70c-a-6-m_S43_L001_R1_001.fastq.gz, 043-EKC-A8C-70c-a-6-m_S43_L001_R2_001.fastq.gz
SRR36995986	087-EKC-WT-50c-b-3-p	PRJNA1400640	SAMN54913451	ToBeReleased	2027-02-01	2026-01-27T02:44:26Z	2026-01-27T02:48:20Z	SUB15968645	087-EKC-WT-50c-b-3-p_S87_L001_R1_001.fastq.gz, 087-EKC-WT-50c-b-3-p_S87_L001_R2_001.fastq.gz
SRR36995989	038-EKC-WT-52c-b-6-m	PRJNA1400640	SAMN54913448	ToBeReleased	2027-02-01	2026-01-27T02:44:26Z	2026-01-27T02:48:15Z	SUB15968645	038-EKC-WT-52c-b-6-m_S38_L001_R1_001.fastq.gz, 038-EKC-WT-52c-b-6-m_S38_L001_R2_001.fastq.gz
SRR36995994	017-EKC-A8C-70c-a-5-p	PRJNA1400640	SAMN54913459	ToBeReleased	2027-02-01	2026-01-27T02:45:28Z	2026-01-27T02:47:59Z	SUB15968654	017-EKC-A8C-70c-a-5-p_S17_L001_R1_001.fastq.gz, 017-EKC-A8C-70c-a-5-p_S17_L001_R2_001.fastq.gz
SRR36995993	018-EKC-A8C-70c-a-6-p	PRJNA1400640	SAMN54913460	ToBeReleased	2027-02-01	2026-01-27T02:45:28Z	2026-01-27T02:47:32Z	SUB15968654	018-EKC-A8C-70c-a-6-p_S18_L001_R1_001.fastq.gz, 018-EKC-A8C-70c-a-6-p_S18_L001_R2_001.fastq.gz
SRR36995984	089-EKC-WT-50c-b-5-p	PRJNA1400640	SAMN54913453	ToBeReleased	2027-02-01	2026-01-27T02:44:26Z	2026-01-27T02:46:56Z	SUB15968645	089-EKC-WT-50c-b-5-p_S89_L001_R1_001.fastq.gz, 089-EKC-WT-50c-b-5-p_S89_L001_R2_001.fastq.gz
SRR36995985	088-EKC-WT-50c-b-4-p	PRJNA1400640	SAMN54913452	ToBeReleased	2027-02-01	2026-01-27T02:44:26Z	2026-01-27T02:46:54Z	SUB15968645	088-EKC-WT-50c-b-4-p_S88_L001_R1_001.fastq.gz, 088-EKC-WT-50c-b-4-p_S88_L001_R2_001.fastq.gz
SRR36995982	037-EKC-WT-52c-a-6-m	PRJNA1400640	SAMN54913439	ToBeReleased	2027-02-01	2026-01-27T02:42:27Z	2026-01-27T02:45:11Z	SUB15968643	037-EKC-WT-52c-a-6-m_S37_L001_R1_001.fastq.gz, 037-EKC-WT-52c-a-6-m_S37_L001_R2_001.fastq.gz
SRR36995977	083-EKC-WT-50c-a-5-p	PRJNA1400640	SAMN54913444	ToBeReleased	2027-02-01	2026-01-27T02:42:27Z	2026-01-27T02:45:01Z	SUB15968643	083-EKC-WT-50c-a-5-p_S83_L001_R1_001.fastq.gz, 083-EKC-WT-50c-a-5-p_S83_L001_R2_001.fastq.gz
SRR36995981	079-EKC-WT-50c-a-1-p	PRJNA1400640	SAMN54913440	ToBeReleased	2027-02-01	2026-01-27T02:42:27Z	2026-01-27T02:45:00Z	SUB15968643	079-EKC-WT-50c-a-1-p_S79_L001_R1_001.fastq.gz, 079-EKC-WT-50c-a-1-p_S79_L001_R2_001.fastq.gz
SRR36995976	084-EKC-WT-50c-a-6-p	PRJNA1400640	SAMN54913445	ToBeReleased	2027-02-01	2026-01-27T02:42:27Z	2026-01-27T02:44:59Z	SUB15968643	084-EKC-WT-50c-a-6-p_S84_L001_R1_001.fastq.gz, 084-EKC-WT-50c-a-6-p_S84_L001_R2_001.fastq.gz
SRR36995978	082-EKC-WT-50c-a-4-p	PRJNA1400640	SAMN54913443	ToBeReleased	2027-02-01	2026-01-27T02:42:27Z	2026-01-27T02:44:57Z	SUB15968643	082-EKC-WT-50c-a-4-p_S82_L001_R1_001.fastq.gz, 082-EKC-WT-50c-a-4-p_S82_L001_R2_001.fastq.gz
SRR36995980	080-EKC-WT-50c-a-2-p	PRJNA1400640	SAMN54913441	ToBeReleased	2027-02-01	2026-01-27T02:42:27Z	2026-01-27T02:44:57Z	SUB15968643	080-EKC-WT-50c-a-2-p_S80_L001_R1_001.fastq.gz, 080-EKC-WT-50c-a-2-p_S80_L001_R2_001.fastq.gz
SRR36995983	034-EKC-WT-52c-a-6-m	PRJNA1400640	SAMN54913438	ToBeReleased	2027-02-01	2026-01-27T02:42:27Z	2026-01-27T02:44:53Z	SUB15968643	034-EKC-WT-52c-a-6-m_S34_L001_R1_001.fastq.gz, 034-EKC-WT-52c-a-6-m_S34_L001_R2_001.fastq.gz
SRR36995979	081-EKC-WT-50c-a-3-p	PRJNA1400640	SAMN54913442	ToBeReleased	2027-02-01	2026-01-27T02:42:27Z	2026-01-27T02:44:50Z	SUB15968643	081-EKC-WT-50c-a-3-p_S81_L001_R1_001.fastq.gz, 081-EKC-WT-50c-a-3-p_S81_L001_R2_001.fastq.gz
SRR36995959	076-EKC-WT-45c-b-4-p	PRJNA1400640	SAMN54913434	ToBeReleased	2027-02-01	2026-01-27T02:40:26Z	2026-01-27T02:44:39Z	SUB15968640	076-EKC-WT-45c-b-4-p_S76_L001_R1_001.fastq.gz, 076-EKC-WT-45c-b-4-p_S76_L001_R2_001.fastq.gz
SRR36995958	077-EKC-WT-45c-b-5-p	PRJNA1400640	SAMN54913435	ToBeReleased	2027-02-01	2026-01-27T02:40:26Z	2026-01-27T02:44:38Z	SUB15968640	077-EKC-WT-45c-b-5-p_S77_L001_R1_001.fastq.gz, 077-EKC-WT-45c-b-5-p_S77_L001_R2_001.fastq.gz
SRR36995962	073-EKC-WT-45c-b-1-p	PRJNA1400640	SAMN54913431	ToBeReleased	2027-02-01	2026-01-27T02:40:26Z	2026-01-27T02:44:37Z	SUB15968640	073-EKC-WT-45c-b-1-p_S73_L001_R1_001.fastq.gz, 073-EKC-WT-45c-b-1-p_S73_L001_R2_001.fastq.gz
SRR36995961	074-EKC-WT-45c-b-2-p	PRJNA1400640	SAMN54913432	ToBeReleased	2027-02-01	2026-01-27T02:40:26Z	2026-01-27T02:44:36Z	SUB15968640	074-EKC-WT-45c-b-2-p_S74_L001_R1_001.fastq.gz, 074-EKC-WT-45c-b-2-p_S74_L001_R2_001.fastq.gz
SRR36995963	033-EKC-WT-45c-b-6-m	PRJNA1400640	SAMN54913430	ToBeReleased	2027-02-01	2026-01-27T02:40:27Z	2026-01-27T02:44:36Z	SUB15968640	033-EKC-WT-45c-b-6-m_S33_L001_R1_001.fastq.gz, 033-EKC-WT-45c-b-6-m_S33_L001_R2_001.fastq.gz
SRR36995960	075-EKC-WT-45c-b-3-p	PRJNA1400640	SAMN54913433	ToBeReleased	2027-02-01	2026-01-27T02:40:26Z	2026-01-27T02:44:34Z	SUB15968640	075-EKC-WT-45c-b-3-p_S75_L001_R1_001.fastq.gz, 075-EKC-WT-45c-b-3-p_S75_L001_R2_001.fastq.gz
SRR36995957	078-EKC-WT-45c-b-6-p	PRJNA1400640	SAMN54913436	ToBeReleased	2027-02-01	2026-01-27T02:40:26Z	2026-01-27T02:44:30Z	SUB15968640	078-EKC-WT-45c-b-6-p_S78_L001_R1_001.fastq.gz, 078-EKC-WT-45c-b-6-p_S78_L001_R2_001.fastq.gz
SRR36995953	069-EKC-WT-37c-b-3-p	PRJNA1400640	SAMN54913426	ToBeReleased	2027-02-01	2026-01-27T02:39:29Z	2026-01-27T02:44:05Z	SUB15968631	069-EKC-WT-37c-b-3-p_S69_L001_R1_001.fastq.gz, 069-EKC-WT-37c-b-3-p_S69_L001_R2_001.fastq.gz
SRR36995950	072-EKC-WT-37c-b-6-p	PRJNA1400640	SAMN54913429	ToBeReleased	2027-02-01	2026-01-27T02:39:29Z	2026-01-27T02:44:04Z	SUB15968631	072-EKC-WT-37c-b-6-p_S72_L001_R1_001.fastq.gz, 072-EKC-WT-37c-b-6-p_S72_L001_R2_001.fastq.gz
SRR36995954	068-EKC-WT-37c-b-2-p	PRJNA1400640	SAMN54913425	ToBeReleased	2027-02-01	2026-01-27T02:39:29Z	2026-01-27T02:44:03Z	SUB15968631	068-EKC-WT-37c-b-2-p_S68_L001_R1_001.fastq.gz, 068-EKC-WT-37c-b-2-p_S68_L001_R2_001.fastq.gz
SRR36995955	067-EKC-WT-37c-b-1-p	PRJNA1400640	SAMN54913424	ToBeReleased	2027-02-01	2026-01-27T02:39:29Z	2026-01-27T02:44:02Z	SUB15968631	067-EKC-WT-37c-b-1-p_S67_L001_R1_001.fastq.gz, 067-EKC-WT-37c-b-1-p_S67_L001_R2_001.fastq.gz
SRR36995951	071-EKC-WT-37c-b-5-p	PRJNA1400640	SAMN54913428	ToBeReleased	2027-02-01	2026-01-27T02:39:29Z	2026-01-27T02:44:02Z	SUB15968631	071-EKC-WT-37c-b-5-p_S71_L001_R1_001.fastq.gz, 071-EKC-WT-37c-b-5-p_S71_L001_R2_001.fastq.gz
SRR36995952	070-EKC-WT-37c-b-4-p	PRJNA1400640	SAMN54913427	ToBeReleased	2027-02-01	2026-01-27T02:39:29Z	2026-01-27T02:44:01Z	SUB15968631	070-EKC-WT-37c-b-4-p_S70_L001_R1_001.fastq.gz, 070-EKC-WT-37c-b-4-p_S70_L001_R2_001.fastq.gz
SRR36995956	032-EKC-WT-37c-b-6-m	PRJNA1400640	SAMN54913423	ToBeReleased	2027-02-01	2026-01-27T02:39:29Z	2026-01-27T02:44:01Z	SUB15968631	032-EKC-WT-37c-b-6-m_S32_L001_R1_001.fastq.gz, 032-EKC-WT-37c-b-6-m_S32_L001_R2_001.fastq.gz
SRR36995881	065-EKC-WT-30c-b-5-p	PRJNA1400640	SAMN54913421	ToBeReleased	2027-02-01	2026-01-27T02:37:30Z	2026-01-27T02:41:39Z	SUB15968625	065-EKC-WT-30c-b-5-p_S65_L001_R1_001.fastq.gz, 065-EKC-WT-30c-b-5-p_S65_L001_R2_001.fastq.gz
SRR36995885	061-EKC-WT-30c-b-1-p	PRJNA1400640	SAMN54913417	ToBeReleased	2027-02-01	2026-01-27T02:37:30Z	2026-01-27T02:41:35Z	SUB15968625	061-EKC-WT-30c-b-1-p_S61_L001_R1_001.fastq.gz, 061-EKC-WT-30c-b-1-p_S61_L001_R2_001.fastq.gz
SRR36995882	064-EKC-WT-30c-b-4-p	PRJNA1400640	SAMN54913420	ToBeReleased	2027-02-01	2026-01-27T02:37:30Z	2026-01-27T02:41:32Z	SUB15968625	064-EKC-WT-30c-b-4-p_S64_L001_R1_001.fastq.gz, 064-EKC-WT-30c-b-4-p_S64_L001_R2_001.fastq.gz
SRR36995884	062-EKC-WT-30c-b-2-p	PRJNA1400640	SAMN54913418	ToBeReleased	2027-02-01	2026-01-27T02:37:30Z	2026-01-27T02:41:29Z	SUB15968625	062-EKC-WT-30c-b-2-p_S62_L001_R1_001.fastq.gz, 062-EKC-WT-30c-b-2-p_S62_L001_R2_001.fastq.gz
SRR36995883	063-EKC-WT-30c-b-3-p	PRJNA1400640	SAMN54913419	ToBeReleased	2027-02-01	2026-01-27T02:37:30Z	2026-01-27T02:41:25Z	SUB15968625	063-EKC-WT-30c-b-3-p_S63_L001_R1_001.fastq.gz, 063-EKC-WT-30c-b-3-p_S63_L001_R2_001.fastq.gz
SRR36995880	066-EKC-WT-30c-b-6-p	PRJNA1400640	SAMN54913422	ToBeReleased	2027-02-01	2026-01-27T02:37:30Z	2026-01-27T02:41:22Z	SUB15968625	066-EKC-WT-30c-b-6-p_S66_L001_R1_001.fastq.gz, 066-EKC-WT-30c-b-6-p_S66_L001_R2_001.fastq.gz
SRR36995836	009-EKC-WT-60c-b-3-p	PRJNA1400640	SAMN54913410	ToBeReleased	2027-02-01	2026-01-27T02:35:30Z	2026-01-27T02:39:31Z	SUB15968623	009-EKC-WT-60c-b-3-p_S9_L001_R1_001.fastq.gz, 009-EKC-WT-60c-b-3-p_S9_L001_R2_001.fastq.gz
SRR36995838	007-EKC-WT-60c-b-1-p	PRJNA1400640	SAMN54913408	ToBeReleased	2027-02-01	2026-01-27T02:35:30Z	2026-01-27T02:39:27Z	SUB15968623	007-EKC-WT-60c-b-1-p_S7_L001_R1_001.fastq.gz, 007-EKC-WT-60c-b-1-p_S7_L001_R2_001.fastq.gz
SRR36995837	008-EKC-WT-60c-b-2-p	PRJNA1400640	SAMN54913409	ToBeReleased	2027-02-01	2026-01-27T02:35:30Z	2026-01-27T02:39:22Z	SUB15968623	008-EKC-WT-60c-b-2-p_S8_L001_R1_001.fastq.gz, 008-EKC-WT-60c-b-2-p_S8_L001_R2_001.fastq.gz
SRR36995835	010-EKC-WT-60c-b-4-p	PRJNA1400640	SAMN54913411	ToBeReleased	2027-02-01	2026-01-27T02:35:30Z	2026-01-27T02:39:18Z	SUB15968623	010-EKC-WT-60c-b-4-p_S10_L001_R1_001.fastq.gz, 010-EKC-WT-60c-b-4-p_S10_L001_R2_001.fastq.gz
SRR36995834	011-EKC-WT-60c-b-5-p	PRJNA1400640	SAMN54913412	ToBeReleased	2027-02-01	2026-01-27T02:35:30Z	2026-01-27T02:39:13Z	SUB15968623	011-EKC-WT-60c-b-5-p_S11_L001_R1_001.fastq.gz, 011-EKC-WT-60c-b-5-p_S11_L001_R2_001.fastq.gz
SRR36995832	039-EKC-WT-60c-b-6-m	PRJNA1400640	SAMN54913414	ToBeReleased	2027-02-01	2026-01-27T02:35:29Z	2026-01-27T02:38:30Z	SUB15968623	039-EKC-WT-60c-b-6-m_S39_L001_R1_001.fastq.gz, 039-EKC-WT-60c-b-6-m_S39_L001_R2_001.fastq.gz
SRR36995833	012-EKC-WT-60c-b-6-p	PRJNA1400640	SAMN54913413	ToBeReleased	2027-02-01	2026-01-27T02:35:29Z	2026-01-27T02:38:28Z	SUB15968623	012-EKC-WT-60c-b-6-p_S12_L001_R1_001.fastq.gz, 012-EKC-WT-60c-b-6-p_S12_L001_R2_001.fastq.gz
SRR36995828	004-EKC-WT-60c-a-4-p	PRJNA1400640	SAMN54913392	ToBeReleased	2027-02-01	2026-01-27T02:32:26Z	2026-01-27T02:34:40Z	SUB15968620	004-EKC-WT-60c-a-4-p_S4_L001_R1_001.fastq.gz, 004-EKC-WT-60c-a-4-p_S4_L001_R2_001.fastq.gz
SRR36995817	RRRY_014-EKC-fourUnew-WT-80C-dms-MaP-2	PRJNA1400640	SAMN54913378	ToBeReleased	2027-02-01	2026-01-27T02:31:28Z	2026-01-27T02:34:40Z	SUB15968616	RRRY-011-EKC-fourUnew-WT-75C-dms-MaP-5_S11_L001_R1_001.fastq.gz, RRRY-011-EKC-fourUnew-WT-75C-dms-MaP-5_S11_L001_R2_001.fastq.gz
SRR36995827	005-EKC-WT-60c-a-5-p	PRJNA1400640	SAMN54913393	ToBeReleased	2027-02-01	2026-01-27T02:32:26Z	2026-01-27T02:34:39Z	SUB15968620	005-EKC-WT-60c-a-5-p_S5_L001_R1_001.fastq.gz, 005-EKC-WT-60c-a-5-p_S5_L001_R2_001.fastq.gz
SRR36995830	002-EKC-WT-60c-a-2-p	PRJNA1400640	SAMN54913390	ToBeReleased	2027-02-01	2026-01-27T02:32:26Z	2026-01-27T02:34:39Z	SUB15968620	002-EKC-WT-60c-a-2-p_S2_L001_R1_001.fastq.gz, 002-EKC-WT-60c-a-2-p_S2_L001_R2_001.fastq.gz
SRR36995829	003-EKC-WT-60c-a-3-p	PRJNA1400640	SAMN54913391	ToBeReleased	2027-02-01	2026-01-27T02:32:26Z	2026-01-27T02:34:38Z	SUB15968620	003-EKC-WT-60c-a-3-p_S3_L001_R1_001.fastq.gz, 003-EKC-WT-60c-a-3-p_S3_L001_R2_001.fastq.gz
SRR36995813	RRRY_016-EKC-fourUnew-WT-80C-dms-MaP-4	PRJNA1400640	SAMN54913380	ToBeReleased	2027-02-01	2026-01-27T02:31:28Z	2026-01-27T02:34:36Z	SUB15968616	YYYR-003-EKC-fourUnew-WT-70C-dms-MaP-3_S3_L001_R1_001.fastq.gz, YYYR-003-EKC-fourUnew-WT-70C-dms-MaP-3_S3_L001_R2_001.fastq.gz
